TailNum,sn,Model,Config,OperatedBy
N14106,27296 / 637,Boeing 757-224(WL),C16W45Y108,United Airlines
N14107,27297 / 641,Boeing 757-224(WL),C16W45Y108,United Airlines
N14115,27557 / 686,Boeing 757-224(WL),C16W45Y108,United Airlines
N14118,27560 / 748,Boeing 757-224(WL),C16W45Y108,United Airlines
N14120,27562 / 761,Boeing 757-224(WL),C16W45Y108,United Airlines
N14121,27563 / 766,Boeing 757-224(WL),C16W45Y108,United Airlines
N17104,27294 / 629,Boeing 757-224(WL),C16W45Y108,United Airlines
N17105,27295 / 632,Boeing 757-224(WL),C16W45Y108,United Airlines
N17122,27564 / 768,Boeing 757-224(WL),C16W45Y108,United Airlines
N17126,27566 / 790,Boeing 757-224(WL),C16W45Y108,United Airlines
N17128,27567 / 795,Boeing 757-224(WL),C16W45Y108,United Airlines
N17133,29282 / 840,Boeing 757-224(WL),C16W45Y108,United Airlines
N17139,30352 / 911,Boeing 757-224(WL),C16W45Y108,United Airlines
N18112,27302 / 653,Boeing 757-224(WL),C16W45Y108,United Airlines
N18119,27561 / 753,Boeing 757-224(WL),C16W45Y108,United Airlines
N19117,27559 / 706,Boeing 757-224(WL),C16W45Y108,United Airlines
N19130,28970 / 799,Boeing 757-224(WL),C16W45Y108,United Airlines
N19136,29285 / 856,Boeing 757-224(WL),C16W45Y108,United Airlines
N19141,30354 / 933,Boeing 757-224(WL),C16W45Y108,United Airlines
N21108,27298 / 645,Boeing 757-224(WL),C16W45Y108,United Airlines
N26123,28966 / 781,Boeing 757-224(WL),C16W45Y108,United Airlines
N29124,27565 / 786,Boeing 757-224(WL),C16W45Y108,United Airlines
N29129,28969 / 796,Boeing 757-224(WL),C16W45Y108,United Airlines
N33103,27293 / 623,Boeing 757-224(WL),C16W45Y108,United Airlines
N33132,29281 / 809,Boeing 757-224(WL),C16W45Y108,United Airlines
N34131,28971 / 806,Boeing 757-224(WL),C16W45Y108,United Airlines
N34137,30229 / 899,Boeing 757-224(WL),C16W45Y108,United Airlines
N41135,29284 / 851,Boeing 757-224(WL),C16W45Y108,United Airlines
N41140,30353 / 913,Boeing 757-224(WL),C16W45Y108,United Airlines
N48127,28968 / 791,Boeing 757-224(WL),C16W45Y108,United Airlines
N502UA,24623 / 246,Boeing 757-222(WL),F12C26Y72,United Airlines
N505UA,24626 / 254,Boeing 757-222(WL),F12C26Y72,United Airlines
N510UA,24780 / 290,Boeing 757-222(WL),F12C26Y72,United Airlines
N512UA,24809 / 298,Boeing 757-222(WL),F12C26Y72,United Airlines
N518UA,24871 / 311,Boeing 757-222(WL),F12C26Y72,United Airlines
N543UA,25698 / 401,Boeing 757-222,C24W50Y108,United Airlines
N544UA,25322 / 405,Boeing 757-222(WL),C24W50Y108,United Airlines
N546UA,25367 / 413,Boeing 757-222(WL),C24W50Y108,United Airlines
N548UA,25396 / 420,Boeing 757-222,C24W50Y108,United Airlines
N550UA,25398 / 426,Boeing 757-222,C24W50Y108,United Airlines
N568UA,26674 / 498,Boeing 757-222(WL),C24W50Y108,United Airlines
N57111,27301 / 652,Boeing 757-224(WL),C16W45Y108,United Airlines
N58101,27291 / 614,Boeing 757-224(WL),C16W45Y108,United Airlines
N587UA,26713 / 570,Boeing 757-222(WL),C24W50Y108,United Airlines
N588UA,26717 / 571,Boeing 757-222(WL),C24W50Y108,United Airlines
N589UA,28707 / 773,Boeing 757-222(WL),C24W50Y108,United Airlines
N590UA,28708 / 785,Boeing 757-222(WL),C24W50Y108,United Airlines
N595UA,28748 / 789,Boeing 757-222(WL),C24W50Y108,United Airlines
N596UA,28749 / 794,Boeing 757-222(WL),F28W48Y66,United Airlines
N597UA,28750 / 841,Boeing 757-222(WL),C24W50Y108,United Airlines
N598UA,28751 / 844,Boeing 757-222(WL),C24W50Y108,United Airlines
N67134,29283 / 848,Boeing 757-224(WL),C16W45Y108,United Airlines
N56859,32818 / 1043,Boeing 757-324(WL),F24Y192,United Airlines
N57852,32811 / 995,Boeing 757-324(WL),F24Y192,United Airlines
N57855,32814 / 1038,Boeing 757-324(WL),F24Y192,United Airlines
N57857,32816 / 1040,Boeing 757-324(WL),F24Y192,United Airlines
N57862,32586 / 978,Boeing 757-33N(WL),F24Y192,United Airlines
N57863,32587 / 980,Boeing 757-33N(WL),F24Y192,United Airlines
N57864,32588 / 985,Boeing 757-33N(WL),F24Y192,United Airlines
N57868,32590 / 1017,Boeing 757-33N(WL),F24Y192,United Airlines
N57869,32593 / 1018,Boeing 757-33N(WL),F24Y192,United Airlines
N57870,33525 / 1031,Boeing 757-33N(WL),F24Y192,United Airlines
N73860,32584 / 972,Boeing 757-33N(WL),F24Y192,United Airlines
N74856,32815 / 1039,Boeing 757-324(WL),F24Y192,United Airlines
N75851,32810 / 990,Boeing 757-324(WL),F24Y192,United Airlines
N75853,32812 / 997,Boeing 757-324(WL),F24Y192,United Airlines
N75854,32813 / 999,Boeing 757-324(WL),F24Y192,United Airlines
N75858,32817 / 1042,Boeing 757-324(WL),F24Y192,United Airlines
N75861,32585 / 976,Boeing 757-33N(WL),F24Y192,United Airlines
N77865,32589 / 1003,Boeing 757-33N(WL),F24Y192,United Airlines
N77867,32592 / 1008,Boeing 757-33N(WL),F24Y192,United Airlines
N77871,33526 / 1032,Boeing 757-33N(WL),F24Y192,United Airlines
N78866,32591 / 1007,Boeing 757-33N(WL),F24Y192,United Airlines
N641UA,25091 / 360,Boeing 767-322(ER),F6C26W71Y80,United Airlines
N642UA,25092 / 367,Boeing 767-322(ER),F6C26W71Y80,United Airlines
N643UA,25093 / 368,Boeing 767-322(ER),F6C26W71Y80,United Airlines
N644UA,25094 / 369,Boeing 767-322(ER),F6C26W71Y80,United Airlines
N646UA,25283 / 420,Boeing 767-322(ER),F6C26W71Y80,United Airlines
N647UA,25284 / 424,Boeing 767-322(ER),F6C26W71Y80,United Airlines
N648UA,25285 / 443,Boeing 767-322(ER),F6C26W71Y80,United Airlines
N649UA,25286 / 444,Boeing 767-322(ER),F6C26W71Y80,United Airlines
N651UA,25389 / 452,Boeing 767-322(ER),F6C26W71Y80,United Airlines
N652UA,25390 / 457,Boeing 767-322(ER),F6C26W71Y80,United Airlines
N653UA,25391 / 460,Boeing 767-322(ER),F6C26W71Y80,United Airlines
N654UA,25392 / 462,Boeing 767-322(ER),F6C26W71Y80,United Airlines
N655UA,25393 / 468,Boeing 767-322(ER),F6C26W71Y80,United Airlines
N656UA,25394 / 472,Boeing 767-322(ER),F6C26W71Y80,United Airlines
N657UA,27112 / 479,Boeing 767-322(ER),F6C26W71Y80,United Airlines
N658UA,27113 / 480,Boeing 767-322(ER),F6C26W71Y80,United Airlines
N659UA,27114 / 485,Boeing 767-322(ER),F6C26W71Y80,United Airlines
N660UA,27115 / 494,Boeing 767-322(ER),F6C26W71Y80,United Airlines
N661UA,27158 / 507,Boeing 767-322(ER)(WL),C30W49Y135,United Airlines
N662UA,27159 / 513,Boeing 767-322(ER),F6C26W71Y80,United Airlines
N663UA,27160 / 514,Boeing 767-322(ER),F6C26W71Y80,United Airlines
N664UA,29236 / 707,Boeing 767-322(ER)(WL),C30W49Y135,United Airlines
N665UA,29237 / 711,Boeing 767-322(ER)(WL),C30W49Y135,United Airlines
N666UA,29238 / 715,Boeing 767-322(ER)(WL),C30W49Y135,United Airlines
N667UA,29239 / 716,Boeing 767-322(ER)(WL),C30W49Y135,United Airlines
N668UA,30024 / 742,Boeing 767-322(ER)(WL),C30W49Y135,United Airlines
N669UA,30025 / 757,Boeing 767-322(ER)(WL),C30W49Y135,United Airlines
N670UA,29240 / 763,Boeing 767-322(ER)(WL),C30W49Y135,United Airlines
N671UA,30026 / 766,Boeing 767-322(ER)(WL),C30W49Y135,United Airlines
N672UA,30027 / 777,Boeing 767-322(ER)(WL),C30W49Y135,United Airlines
N673UA,29241 / 779,Boeing 767-322(ER)(WL),C30W49Y135,United Airlines
N674UA,29242 / 782,Boeing 767-322(ER)(WL),C30W49Y135,United Airlines
N675UA,29243 / 800,Boeing 767-322(ER)(WL),C30W49Y135,United Airlines
N676UA,30028 / 834,Boeing 767-322(ER)(WL),C30W49Y135,United Airlines
N677UA,30029 / 852,Boeing 767-322(ER)(WL),C30W49Y135,United Airlines
N59053,29448 / 809,Boeing 767-424(ER),C39W70Y133,United Airlines
N66051,29446 / 799,Boeing 767-424(ER),C39W70Y133,United Airlines
N66056,29451 / 842,Boeing 767-424(ER),C39W70Y133,United Airlines
N66057,29452 / 859,Boeing 767-424(ER),C39W70Y133,United Airlines
N67052,29447 / 805,Boeing 767-424(ER),C39W70Y133,United Airlines
N67058,29453 / 862,Boeing 767-424(ER),C39W70Y133,United Airlines
N68061,29456 / 868,Boeing 767-424(ER),C39W70Y133,United Airlines
N69059,29454 / 864,Boeing 767-424(ER),C39W70Y133,United Airlines
N69063,29458 / 872,Boeing 767-424(ER),C39W70Y133,United Airlines
N76054,29449 / 816,Boeing 767-424(ER),C39W70Y133,United Airlines
N76055,29450 / 826,Boeing 767-424(ER),C39W70Y133,United Airlines
N76062,29457 / 869,Boeing 767-424(ER),C39W70Y133,United Airlines
N76064,29459 / 873,Boeing 767-424(ER),C39W70Y133,United Airlines
N76065,29460 / 876,Boeing 767-424(ER),C39W70Y133,United Airlines
N77066,29461 / 878,Boeing 767-424(ER),C39W70Y133,United Airlines
N78060,29455 / 866,Boeing 767-424(ER),C39W70Y133,United Airlines
N204UA,28713 / 191,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N206UA,30212 / 216,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N209UA,30215 / 259,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N210UA,30216 / 264,Boeing 777-222,C32W98Y214,United Airlines
N211UA,30217 / 282,Boeing 777-222,C32W98Y214,United Airlines
N212UA,30218 / 293,Boeing 777-222,C32W98Y214,United Airlines
N213UA,30219 / 295,Boeing 777-222,C32W98Y214,United Airlines
N214UA,30220 / 296,Boeing 777-222,C32W98Y214,United Airlines
N215UA,30221 / 297,Boeing 777-222,C32W98Y214,United Airlines
N216UA,30549 / 291,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N217UA,30550 / 294,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N218UA,30222 / 317,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N219UA,30551 / 318,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N220UA,30223 / 340,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N221UA,30552 / 347,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N222UA,30553 / 352,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N223UA,30224 / 357,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N224UA,30225 / 375,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N225UA,30554 / 377,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N226UA,30226 / 380,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N227UA,30555 / 381,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N228UA,30556 / 384,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N229UA,30557 / 388,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N27015,28678 / 273,Boeing 777-224(ER),C50W72Y145,United Airlines
N37018,31680 / 397,Boeing 777-224(ER),C50W72Y145,United Airlines
N57016,28679 / 279,Boeing 777-224(ER),C50W72Y145,United Airlines
N69020,31687 / 625,Boeing 777-224(ER),C50W72Y145,United Airlines
N74007,29477 / 197,Boeing 777-224(ER),C50W72Y145,United Airlines
N76010,29480 / 220,Boeing 777-224(ER),C50W72Y145,United Airlines
N76021,39776 / 858,Boeing 777-224(ER),C50W72Y145,United Airlines
N768UA,26919 / 11,Boeing 777-222,C32W98Y214,United Airlines
N769UA,26921 / 12,Boeing 777-222,F8C40W110Y108,United Airlines
N77006,29476 / 183,Boeing 777-224(ER),C50W72Y145,United Airlines
N77012,29860 / 234,Boeing 777-224(ER),C50W72Y145,United Airlines
N77014,29862 / 253,Boeing 777-224(ER),C50W72Y145,United Airlines
N77019,35547 / 617,Boeing 777-224(ER),C50W72Y145,United Airlines
N77022,39777 / 868,Boeing 777-224(ER),C50W72Y145,United Airlines
N771UA,26932 / 3,Boeing 777-222,F8C40W110Y108,United Airlines
N772UA,26930 / 5,Boeing 777-222,C32W98Y214,United Airlines
N773UA,26929 / 4,Boeing 777-222,F8C40W110Y108,United Airlines
N774UA,26936 / 2,Boeing 777-222,F8C40W110Y108,United Airlines
N775UA,26947 / 22,Boeing 777-222,F8C40W110Y108,United Airlines
N776UA,26937 / 27,Boeing 777-222,F8C40W110Y108,United Airlines
N777UA,26916 / 7,Boeing 777-222,F8C40W110Y108,United Airlines
N778UA,26940 / 34,Boeing 777-222,F8C40W110Y108,United Airlines
N779UA,26941 / 35,Boeing 777-222,C32W98Y214,United Airlines
N78001,27577 / 161,Boeing 777-224(ER),C50W72Y145,United Airlines
N78002,27578 / 165,Boeing 777-224(ER),C50W72Y145,United Airlines
N78003,27579 / 167,Boeing 777-224(ER),C50W72Y145,United Airlines
N78004,27580 / 169,Boeing 777-224(ER),C50W72Y145,United Airlines
N78005,27581 / 177,Boeing 777-224(ER),C50W72Y145,United Airlines
N78008,29478 / 200,Boeing 777-224(ER),C50W72Y145,United Airlines
N78009,29479 / 211,Boeing 777-224(ER),C50W72Y145,United Airlines
N78013,29861 / 243,Boeing 777-224(ER),C50W72Y145,United Airlines
N78017,31679 / 391,Boeing 777-224(ER),C50W72Y145,United Airlines
N780UA,26944 / 36,Boeing 777-222,F8C40W110Y108,United Airlines
N781UA,26945 / 40,Boeing 777-222,F8C40W110Y108,United Airlines
N782UA,26948 / 57,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N783UA,26950 / 60,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N784UA,26951 / 69,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N785UA,26954 / 73,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N786UA,26938 / 52,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N787UA,26939 / 43,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N788UA,26942 / 82,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N79011,29859 / 227,Boeing 777-224(ER),C50W72Y145,United Airlines
N791UA,26933 / 93,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N792UA,26934 / 96,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N793UA,26946 / 97,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N794UA,26953 / 105,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N795UA,26927 / 108,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N796UA,26931 / 112,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N797UA,26924 / 116,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N798UA,26928 / 123,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N799UA,26926 / 139,Boeing 777-222(ER),F8C40W113Y108,United Airlines
N20904,34824 / 53,Boeing 787-8 Dreamliner,C36W70Y113,United Airlines
N26902,34822 / 50,Boeing 787-8 Dreamliner,C36W70Y113,United Airlines
N26906,34829 / 77,Boeing 787-8 Dreamliner,C36W70Y113,United Airlines
N26909,34827 / 135,Boeing 787-8 Dreamliner,C36W70Y113,United Airlines
N26910,34826 / 145,Boeing 787-8 Dreamliner,C36W70Y113,United Airlines
N27901,34821 / 45,Boeing 787-8 Dreamliner,C36W70Y113,United Airlines
N27903,34823 / 52,Boeing 787-8 Dreamliner,C36W70Y113,United Airlines
N27908,36400 / 124,Boeing 787-8 Dreamliner,C36W70Y113,United Airlines
N28912,34828 / 186,Boeing 787-8 Dreamliner,C36W70Y113,United Airlines
N29907,34830 / 117,Boeing 787-8 Dreamliner,C36W70Y113,United Airlines
N30913,35879 / 238,Boeing 787-8 Dreamliner,C36W70Y113,United Airlines
N45905,34825 / 55,Boeing 787-8 Dreamliner,C36W70Y113,United Airlines
N13954,36405 / 275,Boeing 787-9 Dreamliner,C48W88Y116,United Airlines
N19951,36402 / 223,Boeing 787-9 Dreamliner,C48W88Y116,United Airlines
N26952,36403 / 263,Boeing 787-9 Dreamliner,C48W88Y116,United Airlines
N26960,36408 / 355,Boeing 787-9 Dreamliner,C48W88Y116,United Airlines
N27957,36409 / 334,Boeing 787-9 Dreamliner,C48W88Y116,United Airlines
N27958,36406 / 342,Boeing 787-9 Dreamliner,C48W88Y116,United Airlines
N27959,36407 / 348,Boeing 787-9 Dreamliner,C48W88Y116,United Airlines
N29961,37811 / 363,Boeing 787-9 Dreamliner,C48W88Y116,United Airlines
N35953,36404 / 269,Boeing 787-9 Dreamliner,C48W88Y116,United Airlines
N36962,35880 / 365,Boeing 787-9 Dreamliner,C48W88Y116,United Airlines
N38950,36401 / 181,Boeing 787-9 Dreamliner,C48W88Y116,United Airlines
N38955,37814 / 297,Boeing 787-9 Dreamliner,C48W88Y116,United Airlines
N45956,40918 / 324,Boeing 787-9 Dreamliner,C48W88Y116,United Airlines
N11526,145410,Embraer ERJ-135LR,Y37,ExpressJet Airlines
N15527,145413,Embraer ERJ-135LR,Y37,ExpressJet Airlines
N12528,145504,Embraer ERJ-135LR,Y37,ExpressJet Airlines
N28529,145512,Embraer ERJ-135LR,Y37,ExpressJet Airlines
N12530,145533,Embraer ERJ-135LR,Y37,ExpressJet Airlines
N14950,145061,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N27962,145110,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N626AE,145117,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13964,145123,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13965,145125,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N629AE,145130,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N12967,145133,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13969,145141,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13970,145146,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N22971,145149,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14972,145151,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14974,145161,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13975,145163,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N16976,145171,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14977,145175,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13978,145180,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13979,145181,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N15980,145202,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N16981,145208,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N15983,145239,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N17984,145246,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N15985,145248,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N15986,145254,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N16987,145261,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13988,145265,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13989,145271,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14991,145278,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13992,145284,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14993,145289,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13994,145291,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13995,145295,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N12996,145296,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13997,145298,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14998,145302,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N16999,145307,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N12924,145311,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14923,145318,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N12922,145338,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N12921,145354,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14920,145380,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N16919,145393,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N16918,145397,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N11551,145411,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N29917,145414,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14916,145415,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N36915,145421,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13914,145430,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13913,145438,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N15912,145439,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N16911,145446,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N15910,145455,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N22909,145459,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13908,145465,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14907,145468,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N29906,145472,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14905,145476,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14904,145477,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13903,145479,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14902,145496,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N48901,145501,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N12900,145511,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N11535,145518,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N11536,145520,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N21537,145523,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13538,145527,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N11539,145536,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N12540,145537,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N16541,145542,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14542,145547,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14543,145553,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N11544,145557,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N26545,145558,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N16546,145562,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N11547,145563,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N11548,145565,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N26549,145571,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13550,145575,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N12552,145583,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13553,145585,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N19554,145587,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N18101,145590,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N15555,145594,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N18556,145595,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N18557,145596,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14558,145598,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N16559,145603,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N17560,145605,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N16561,145610,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14562,145611,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N12563,145612,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N12564,145618,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N11565,145621,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13566,145622,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N12567,145623,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14568,145628,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N12569,145630,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14570,145632,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N16571,145633,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N15572,145636,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14573,145638,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N15574,145639,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N10575,145640,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N18102,145643,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N24103,145645,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N41104,145646,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N14105,145649,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N11107,145654,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N17108,145655,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N11109,145657,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N34110,145658,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N17115,145666,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N14116,145672,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N14117,145674,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N13118,145675,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N11119,145677,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N18120,145681,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N13124,145689,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N14125,145690,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N12126,145693,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N11127,145697,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N24128,145700,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N21129,145703,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N31131,145705,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N13132,145708,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N13133,145712,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N25134,145714,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N12135,145718,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N12136,145719,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N11137,145721,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N17138,145727,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N23139,145731,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N11140,145732,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N26141,145733,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N12142,145735,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N14143,145739,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N21144,145741,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N17146,145746,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N16147,145749,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N14148,145751,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N16149,145753,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N11150,145756,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N27152,145759,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N21154,145772,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N667GB,145784,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N12157,145787,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N14158,145791,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N17159,145792,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N671AE,145793,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N672AE,145794,Embraer ERJ-145LR,Y50,ExpressJet Airlines
