TailNum,sn,Model,Config,OperatedBy
N537UA,25157,Boeing 757-222,C24W50Y108,United Airlines
N538UA,25222,Boeing 757-222,C24Y158,United Airlines
N539UA,25223,Boeing 757-222,C24Y158,United Airlines
N540UA,25252,Boeing 757-222,F24Y158,United Airlines
N541UA,25253,Boeing 757-222,C24Y158,United Airlines
N542UA,25276,Boeing 757-222,F24Y158,United Airlines
N553UA,25277,Boeing 757-222,C24Y158,United Airlines
N545UA,25323,Boeing 757-222,C24W50Y108,United Airlines
N547UA,25368,Boeing 757-222,C24Y158,United Airlines
N549UA,25397,Boeing 757-222(WL),C24Y158,United Airlines
N551UA,25399,Boeing 757-222,C24Y158,United Airlines
N552UA,26641,Boeing 757-222,C24Y158,United Airlines
N554UA,26644,Boeing 757-222(WL),F12C26Y72,United Airlines
N555UA,26647,Boeing 757-222(WL),F12C26Y72,United Airlines
N556UA,26650,Boeing 757-222,C24Y158,United Airlines
N557UA,26653,Boeing 757-222,F12C26Y72,United Airlines
N558UA,26654,Boeing 757-222,C24Y158,United Airlines
N559UA,26657,Boeing 757-222,C24Y158,United Airlines
N560UA,26660,Boeing 757-222,F12C26Y72,United Airlines
N561UA,26661,Boeing 757-222,C24Y158,United Airlines
N562UA,26664,Boeing 757-222,C24Y158,United Airlines
N563UA,26665,Boeing 757-222,C24W50Y108,United Airlines
N564UA,26666,Boeing 757-222,C24Y158,United Airlines
N565UA,26669,Boeing 757-222,C24Y158,United Airlines
N566UA,26670,Boeing 757-222,C24Y158,United Airlines
N567UA,26673,Boeing 757-222,C24Y158,United Airlines
N569UA,26677,Boeing 757-222,C24Y158,United Airlines
N570UA,26678,Boeing 757-222,C24Y158,United Airlines
N571UA,26681,Boeing 757-222,F24Y158,United Airlines
N572UA,26682,Boeing 757-222,C24Y158,United Airlines
N573UA,26685,Boeing 757-222,C24Y158,United Airlines
N574UA,26686,Boeing 757-222,C24Y158,United Airlines
N575UA,26689,Boeing 757-222,C24Y158,United Airlines
N576UA,26690,Boeing 757-222,C24Y158,United Airlines
N577UA,26693,Boeing 757-222,C24Y158,United Airlines
N578UA,26694,Boeing 757-222,C24Y158,United Airlines
N579UA,26697,Boeing 757-222,C24Y158,United Airlines
N580UA,26698,Boeing 757-222,F24Y158,United Airlines
N581UA,26701,Boeing 757-222,F24Y158,United Airlines
N582UA,26702,Boeing 757-222,C24Y158,United Airlines
N583UA,26705,Boeing 757-222,F24Y158,United Airlines
N584UA,26706,Boeing 757-222,F24Y158,United Airlines
N585UA,26709,Boeing 757-222,C24Y158,United Airlines
N586UA,26710,Boeing 757-222,F24Y158,United Airlines
N591UA,28142,Boeing 757-222,F24Y158,United Airlines
N592UA,28143,Boeing 757-222,F24Y158,United Airlines
N593UA,28144,Boeing 757-222,F24C44Y118,United Airlines
N594UA,28145,Boeing 757-222,C24Y158,United Airlines
N171UA,8471,Boeing 747-422,F12C52W88Y222,United Airlines
N69834,600871 / 5107,Boeing 737-924(ER)(WL),C20W42Y117,United Airlines
N11835,194,ATR 42-320,Y22,ContinentalExpress
N14445,503,ATR 42-500,Y23,ContinentalExpress
N14451,512,ATR 42-500,Y24,ContinentalExpress
N14804,69,ATR 42-320,Y25,ContinentalExpress
N14813,100,ATR 42-320,Y26,ContinentalExpress
N14815,104,ATR 42-320,Y27,ContinentalExpress
N14819,156,ATR 42-320,Y28,ContinentalExpress
N14821,160,ATR 42-320,Y29,ContinentalExpress
N14822,163,ATR 42-320,Y30,ContinentalExpress
N14825,170,ATR 42-320,Y31,ContinentalExpress
N14828,179,ATR 42-320,Y32,ContinentalExpress
N14829,181,ATR 42-320,Y33,ContinentalExpress
N14830,184,ATR 42-320,Y34,ContinentalExpress
N14832,187,ATR 42-320,Y35,ContinentalExpress
N14833,188,ATR 42-320,Y36,ContinentalExpress
N14834,193,ATR 42-320,Y37,ContinentalExpress
N15447,505,ATR 42-500,Y38,ContinentalExpress
N15816,105,ATR 42-320,Y39,ContinentalExpress
N15818,153,ATR 42-320,Y40,ContinentalExpress
N15823,165,ATR 42-320,Y41,ContinentalExpress
N15827,175,ATR 42-320,Y42,ContinentalExpress
N16450,510,ATR 42-500,Y43,ContinentalExpress
N16824,166,ATR 42-320,Y44,ContinentalExpress
N17448,506,ATR 42-500,Y45,ContinentalExpress
N17808,89,ATR 42-320,Y46,ContinentalExpress
N17810,93,ATR 42-320,Y47,ContinentalExpress
N17831,185,ATR 42-320,Y48,ContinentalExpress
N18809,90,ATR 42-320,Y49,ContinentalExpress
N18814,103,ATR 42-320,Y50,ContinentalExpress
N19446,504,ATR 42-500,Y51,ContinentalExpress
N19452,511,ATR 42-500,Y52,ContinentalExpress
N19812,99,ATR 42-320,Y53,ContinentalExpress
N21837,202,ATR 42-320,Y54,ContinentalExpress
N23802,64,ATR 42-320,Y55,ContinentalExpress
N25811,94,ATR 42-320,Y56,ContinentalExpress
N26826,172,ATR 42-320,Y57,ContinentalExpress
N27806,75,ATR 42-320,Y58,ContinentalExpress
N31807,78,ATR 42-320,Y59,ContinentalExpress
N33449,507,ATR 42-500,Y60,ContinentalExpress
N34805,73,ATR 42-320,Y61,ContinentalExpress
N34817,152,ATR 42-320,Y62,ContinentalExpress
N34820,159,ATR 42-320,Y63,ContinentalExpress
N42836,200,ATR 42-320,Y64,ContinentalExpress
N47801,60,ATR 42-320,Y65,ContinentalExpress
N76803,66,ATR 42-320,Y66,ContinentalExpress
N86842,286,ATR 42-320,Y67,ContinentalExpress
N93840,271,ATR 42-320,Y68,ContinentalExpress
N97841,280,ATR 42-320,Y69,ContinentalExpress
N99838,259,ATR 42-320,Y70,ContinentalExpress
N99839,264,ATR 42-320,Y71,ContinentalExpress
N12903,459,ATR 72-212,Y72,ContinentalExpress
N69901,379,ATR 72-212,Y73,ContinentalExpress
N69902,385,ATR 72-212,Y74,ContinentalExpress
N16501,145145,Embraer ERJ-135ER,Y34,ContinentalExpress
N16502,145166,Embraer ERJ-135ER,Y34,ContinentalExpress
N16510,145251,Embraer ERJ-135ER,Y34,ContinentalExpress
N16511,145267,Embraer ERJ-135ER,Y34,ContinentalExpress
N16520,145372,Embraer ERJ-135LR,Y37,ContinentalExpress
N16525,145403,Embraer ERJ-135LR,Y37,ContinentalExpress
N447CA,7552,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N451CA,7562,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N680BR,7679,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N681BR,7680,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N682BR,7691,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N683BR,7692,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N684BR,7708,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N820AS,7188,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N825AS,7207,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N826AS,7210,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N827AS,7212,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N828AS,7213,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N830AS,7236,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N834AS,7254,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N835AS,7258,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N836AS,7263,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N838AS,7276,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N934EV,8028,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N935EV,8037,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N970EV,7527,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N971EV,7528,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N972EV,7534,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N973EV,7575,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N975EV,7599,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N976EV,7601,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N977EV,7720,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N978EV,7723,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N317CA,10055,Canadair CL-600-2C10 Regional ,F9Y56,ExpressJet Airlines
N331CA,10061,Canadair CL-600-2C10 Regional ,F9Y56,ExpressJet Airlines
N354CA,10064,Canadair CL-600-2C10 Regional ,F9Y56,ExpressJet Airlines
N355CA,10067,Canadair CL-600-2C10 Regional ,F9Y56,ExpressJet Airlines
N376CA,10092,Canadair CL-600-2C10 Regional ,F9Y56,ExpressJet Airlines
N379CA,10102,Canadair CL-600-2C10 Regional ,F9Y56,ExpressJet Airlines
N390CA,10106,Canadair CL-600-2C10 Regional Jet CRJ-701,F9Y56,ExpressJet Airlines
N659CA,10153,Canadair CL-600-2C10 Regional ,F9Y56,ExpressJet Airlines
N12519,145366,Embraer ERJ-135LR,Y37,ExpressJet Airlines
N14505,145192,Embraer ERJ-135ER,Y34,ExpressJet Airlines
N14508,145220,Embraer ERJ-135ER,Y34,ExpressJet Airlines
N14514,145303,Embraer ERJ-135LR,Y37,ExpressJet Airlines
N14516,145323,Embraer ERJ-135LR,Y37,ExpressJet Airlines
N14522,145383,Embraer ERJ-135LR,Y37,ExpressJet Airlines
N15509,145238,Embraer ERJ-135ER,Y34,ExpressJet Airlines
N17507,145215,Embraer ERJ-135ER,Y34,ExpressJet Airlines
N17513,145292,Embraer ERJ-135LR,Y37,ExpressJet Airlines
N17521,145378,Embraer ERJ-135LR,Y37,ExpressJet Airlines
N17524,145399,Embraer ERJ-135LR,Y37,ExpressJet Airlines
N19503,145176,Embraer ERJ-135ER,Y34,ExpressJet Airlines
N24517,145332,Embraer ERJ-135LR,Y37,ExpressJet Airlines
N25504,145186,Embraer ERJ-135ER,Y34,ExpressJet Airlines
N27506,145206,Embraer ERJ-135ER,Y34,ExpressJet Airlines
N27512,145274,Embraer ERJ-135ER,Y34,ExpressJet Airlines
N27523,145389,Embraer ERJ-135LR,Y37,ExpressJet Airlines
N28518,145334,Embraer ERJ-135LR,Y37,ExpressJet Airlines
N29515,145309,Embraer ERJ-135LR,Y37,ExpressJet Airlines
N10156,145786,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N11106,145650,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N11113,145662,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N11121,145683,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N11155,145782,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N12122,145684,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N12145,145745,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N12934,145019,Embraer ERJ-145EP,Y50,ExpressJet Airlines
N12946,145052,Embraer ERJ-145EP,Y50,ExpressJet Airlines
N12957,145080,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13123,145688,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N13929,145009,Embraer ERJ-145EP,Y50,ExpressJet Airlines
N13935,145022,Embraer ERJ-145EP,Y50,ExpressJet Airlines
N13936,145025,Embraer ERJ-145EP,Y50,ExpressJet Airlines
N13949,145057,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13955,145075,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13956,145078,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13958,145085,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13968,145138,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N13990,145277,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14153,145761,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N14925,145004,Embraer ERJ-145EP,Y50,ExpressJet Airlines
N14930,145011,Embraer ERJ-145EP,Y50,ExpressJet Airlines
N14931,145013,Embraer ERJ-145ER,Y50,ExpressJet Airlines
N14933,145018,Embraer ERJ-145EP,Y50,ExpressJet Airlines
N14937,145026,Embraer ERJ-145EP,Y50,ExpressJet Airlines
N14938,145029,Embraer ERJ-145EP,Y50,ExpressJet Airlines
N14939,145030,Embraer ERJ-145EP,Y50,ExpressJet Airlines
N14940,145033,Embraer ERJ-145EP,Y50,ExpressJet Airlines
N14942,145037,Embraer ERJ-145EP,Y50,ExpressJet Airlines
N14943,145040,Embraer ERJ-145EP,Y50,ExpressJet Airlines
N14945,145049,Embraer ERJ-145EP,Y50,ExpressJet Airlines
N14947,145054,Embraer ERJ-145EP,Y50,ExpressJet Airlines
N14952,145067,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14953,145071,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14959,145091,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N14960,145100,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N15926,145005,Embraer ERJ-145EP,Y50,ExpressJet Airlines
N15932,145015,Embraer ERJ-145EP,Y50,ExpressJet Airlines
N15941,145035,Embraer ERJ-145EP,Y50,ExpressJet Airlines
N15948,145056,Embraer ERJ-145EP,Y50,ExpressJet Airlines
N15973,145159,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N16112,145660,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N16151,145758,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N16927,145006,Embraer ERJ-145EP,Y50,ExpressJet Airlines
N16944,145045,Embraer ERJ-145EP,Y50,ExpressJet Airlines
N16951,145063,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N16954,145072,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N16961,145103,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N16963,145116,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N17928,145007,Embraer ERJ-145EP,Y50,ExpressJet Airlines
N18114,145664,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N18982,145223,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N19966,145131,Embraer ERJ-145LR,Y50,ExpressJet Airlines
N21130,145704,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N34111,145659,Embraer ERJ-145XR,Y50,ExpressJet Airlines
N403SW,7028,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N405SW,7029,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N406SW,7030,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N407SW,7034,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N408SW,7055,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N409SW,7056,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N410SW,7066,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N411SW,7067,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N412SW,7101,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N413SW,7102,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N493SW,7450,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N496SW,7473,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N497SW,7482,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N498SW,7483,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N499SW,7398,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N587SW,7062,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N588SW,7069,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N589SW,7072,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N590SW,7077,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N591SW,7079,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N592SW,7279,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N595SW,7292,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N597SW,7293,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N720SW,7297,Canadair CL-600-2B19 Regional ,Y50,SkyWest
C-GAUG,7161,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N591ML,7388,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N698BR,7799,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N710BR,7852,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N865AS,7507,Canadair CL-600-2B19 Regional ,Y50,SkyWest
N340CA,10062,Canadair CL-600-2C10 Regional ,Y70,SkyWest
N367CA,10069,Canadair CL-600-2C10 Regional ,Y70,SkyWest
N368CA,10075,Canadair CL-600-2C10 Regional ,Y70,SkyWest
N668CA,10162,Canadair CL-600-2C10 Regional ,Y70,SkyWest
N207SW,120266,Embraer EMB-120ER Brasilia,Y30,SkyWest
N209SW,120269,Embraer EMB-120ER Brasilia,Y30,SkyWest
N212SW,120276,Embraer EMB-120ER Brasilia,Y30,SkyWest
N213SW,120277,Embraer EMB-120ER Brasilia,Y30,SkyWest
N214SW,120280,Embraer EMB-120ER Brasilia,Y30,SkyWest
N215SW,120281,Embraer EMB-120ER Brasilia,Y30,SkyWest
N216SW,120285,Embraer EMB-120ER Brasilia,Y30,SkyWest
N217SW,120286,Embraer EMB-120ER Brasilia,Y30,SkyWest
N218SW,120287,Embraer EMB-120ER Brasilia,Y30,SkyWest
N220SW,120288,Embraer EMB-120ER Brasilia,Y30,SkyWest
N221SW,120290,Embraer EMB-120ER Brasilia,Y30,SkyWest
N223SW,120291,Embraer EMB-120ER Brasilia,Y30,SkyWest
N224SW,120294,Embraer EMB-120ER Brasilia,Y30,SkyWest
N226SW,120296,Embraer EMB-120ER Brasilia,Y30,SkyWest
N227SW,120304,Embraer EMB-120ER Brasilia,Y30,SkyWest
N229SW,120305,Embraer EMB-120ER Brasilia,Y30,SkyWest
N232SW,120306,Embraer EMB-120ER Brasilia,Y30,SkyWest
N233SW,120307,Embraer EMB-120ER Brasilia,Y30,SkyWest
N234SW,120308,Embraer EMB-120ER Brasilia,Y30,SkyWest
N235SW,120310,Embraer EMB-120ER Brasilia,Y30,SkyWest
N236SW,120312,Embraer EMB-120ER Brasilia,Y30,SkyWest
N237SW,120314,Embraer EMB-120ER Brasilia,Y30,SkyWest
N270YV,120270,Embraer EMB-120ER Brasilia,Y30,SkyWest
N271YV,120271,Embraer EMB-120ER Brasilia,Y30,SkyWest
N284YV,120284,Embraer EMB-120ER Brasilia,Y30,SkyWest
N288SW,120316,Embraer EMB-120ER Brasilia,Y30,SkyWest
N289YV,120289,Embraer EMB-120ER Brasilia,Y30,SkyWest
N290SW,120317,Embraer EMB-120ER Brasilia,Y30,SkyWest
N291SW,120318,Embraer EMB-120ER Brasilia,Y30,SkyWest
N292SW,120319,Embraer EMB-120ER Brasilia,Y30,SkyWest
N293SW,120320,Embraer EMB-120ER Brasilia,Y30,SkyWest
N294SW,120321,Embraer EMB-120ER Brasilia,Y30,SkyWest
N295SW,120322,Embraer EMB-120ER Brasilia,Y30,SkyWest
N296SW,120325,Embraer EMB-120ER Brasilia,Y30,SkyWest
N297SW,120327,Embraer EMB-120ER Brasilia,Y30,SkyWest
N298SW,120328,Embraer EMB-120ER Brasilia,Y30,SkyWest
N299SW,120329,Embraer EMB-120ER Brasilia,Y30,SkyWest
N301YV,120301,Embraer EMB-120ER Brasilia,Y30,SkyWest
N308SW,120326,Embraer EMB-120ER Brasilia,Y30,SkyWest
N393SW,120330,Embraer EMB-120ER Brasilia,Y30,SkyWest
N560SW,120334,Embraer EMB-120ER Brasilia,Y30,SkyWest
N561SW,120335,Embraer EMB-120ER Brasilia,Y30,SkyWest
N562SW,120336,Embraer EMB-120ER Brasilia,Y30,SkyWest
N563SW,120338,Embraer EMB-120ER Brasilia,Y30,SkyWest
N564SW,120339,Embraer EMB-120ER Brasilia,Y30,SkyWest
N565SW,120340,Embraer EMB-120ER Brasilia,Y30,SkyWest
N566SW,120341,Embraer EMB-120ER Brasilia,Y30,SkyWest
N567SW,120342,Embraer EMB-120ER Brasilia,Y30,SkyWest
N568SW,120343,Embraer EMB-120ER Brasilia,Y30,SkyWest
N569SW,120344,Embraer EMB-120ER Brasilia,Y30,SkyWest
N576SW,120345,Embraer EMB-120ER Brasilia,Y30,SkyWest
N578SW,120346,Embraer EMB-120ER Brasilia,Y30,SkyWest
N579SW,120347,Embraer EMB-120ER Brasilia,Y30,SkyWest
N580SW,120348,Embraer EMB-120ER Brasilia,Y30,SkyWest
N581SW,120349,Embraer EMB-120ER Brasilia,Y30,SkyWest
N582SW,120350,Embraer EMB-120ER Brasilia,Y30,SkyWest
N583SW,120351,Embraer EMB-120ER Brasilia,Y30,SkyWest
N584SW,120352,Embraer EMB-120ER Brasilia,Y30,SkyWest
N585SW,120353,Embraer EMB-120ER Brasilia,Y30,SkyWest
N586SW,120354,Embraer EMB-120ER Brasilia,Y30,SkyWest
N703SK,10139,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N779SK,10139,Canadair CL-600-2C10 Regional ,F6W32Y28,SkyWest
N829AS,1,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N832AS,1,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N833AS,1,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N909EV,1,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N877AS,1,Canadair CL-600-2B19 Regional ,Y50,ExpressJet Airlines
N660CT,1,Embraer EMB-120ER Brasilia,Y30,SkyWest
N658CT,1,Embraer EMB-120ER Brasilia,Y30,SkyWest
